iter	Logloss
407	0.6795085457
408	0.6794778663
409	0.6794456703
410	0.6794392979
411	0.6794211825
412	0.6793774243
413	0.6793265424
414	0.6793028337
415	0.6792502404
416	0.6792206741
417	0.6791903704
418	0.67916822
419	0.679142786
420	0.6791179642
421	0.6790934207
422	0.6790667623
423	0.6790404378
424	0.6790090767
425	0.6789783694
426	0.6789432516
427	0.6789241622
428	0.67888942
429	0.6788632208
430	0.6788084431
431	0.6787905224
432	0.6787716139
433	0.6787482948
434	0.6787114934
435	0.6786893987
436	0.6786775304
437	0.6786584827
438	0.6786352054
439	0.678598557
440	0.6785631331
441	0.6785319111
442	0.6784825736
443	0.6784478175
444	0.6784133954
445	0.6783631535
446	0.6783407805
447	0.6783100872
448	0.6782614175
449	0.67822399
450	0.6781865626
451	0.6781689897
452	0.6781357641
453	0.6781018568
454	0.6780724713
455	0.6780374927
456	0.6779879604
457	0.6779535243
458	0.6779241806
459	0.6778955465
460	0.6778602756
461	0.6778430785
462	0.6778108825
463	0.6777949932
464	0.6777662478
465	0.6777217244
466	0.6776907249
467	0.6776727347
468	0.6776292131
469	0.6775985059
470	0.677572891
471	0.6775441317
472	0.6775227465
473	0.6774851938
474	0.6774577841
475	0.677436399
476	0.6774193688
477	0.6773989158
478	0.6773625736
479	0.677340938
480	0.6773151979
481	0.6772888178
482	0.677271078
483	0.6772552444
484	0.6772255389
485	0.6771933429
486	0.6771633036
487	0.6771399149
488	0.6771141052
489	0.6770843024
490	0.6770567535
491	0.6770247662
492	0.6770052038
493	0.6769795054
494	0.6769637135
495	0.6769496608
496	0.6768945214
497	0.6768761833
498	0.6768398132
499	0.6768182751
